	ENSEMBL	SYMBOL	logFC	logCPM	PValue	FDR
6756	ENSG00000126752	SSX1	9.875378457	2.106260325	3.19E-22	7.65E-21
342346	ENSG00000205832	C16orf96	5.530633021	3.867433935	3.23E-22	7.75E-21
203102	ENSG00000197140	ADAM32	4.458330309	5.430883647	3.35E-22	8.02E-21
85376	ENSG00000275793	RIMBP3	6.781673846	4.038613411	3.43E-22	8.21E-21
6624	ENSG00000075618	FSCN1	2.959461001	5.663548501	3.46E-22	8.26E-21
84223	ENSG00000114473	IQCG	3.254983946	5.640908547	3.56E-22	8.49E-21
256957	ENSG00000270379	HEATR9	6.635714962	2.85263382	3.59E-22	8.55E-21
158798	ENSG00000186471	AKAP14	8.438769458	2.64817364	3.62E-22	8.60E-21
29127	ENSG00000161800	RACGAP1	3.691881073	5.741037167	3.66E-22	8.69E-21
100506025	ENSG00000229688	CRPPA-AS1	7.841535368	2.854802196	3.68E-22	8.73E-21
285313	ENSG00000152580	IGSF10	5.52918034	3.519362348	3.77E-22	8.93E-21
54752	ENSG00000073598	FNDC8	9.451667089	3.641542624	3.77E-22	8.94E-21
647589	ENSG00000227059	ANHX	10.04145367	2.264958328	3.85E-22	9.11E-21
220042	ENSG00000165490	DDIAS	4.101939511	3.989644807	3.88E-22	9.18E-21
10154	ENSG00000136040	PLXNC1	2.969444396	6.106826241	3.90E-22	9.21E-21
132014	ENSG00000163701	IL17RE	-3.833997264	3.418849627	4.01E-22	9.47E-21
339834	ENSG00000173421	CCDC36	6.065307436	5.134469454	4.41E-22	1.04E-20
147945	ENSG00000160505	NLRP4	7.979952441	2.988996417	4.65E-22	1.09E-20
126820	ENSG00000162643	WDR63	5.982179297	4.317891821	4.72E-22	1.11E-20
116832	ENSG00000163923	RPL39L	4.055779902	5.222080071	4.73E-22	1.11E-20
10290	ENSG00000072195	SPEG	-2.728869581	6.37661205	5.07E-22	1.19E-20
5891	ENSG00000080823	MOK	2.992957713	5.591930745	5.26E-22	1.23E-20
79595	ENSG00000136715	SAP130	2.463326748	6.941125341	5.28E-22	1.24E-20
203569	ENSG00000234068	PAGE2	7.607684812	1.854263862	5.53E-22	1.29E-20
203413	ENSG00000204019	CT83	8.456581341	2.665320376	5.74E-22	1.34E-20
55355	ENSG00000123485	HJURP	4.770051816	4.078657506	5.77E-22	1.35E-20
152065	ENSG00000180697	C3orf22	8.828190772	3.037748481	5.82E-22	1.36E-20
100506827	ENSG00000251350	LINC02475	11.38051058	3.568572356	5.89E-22	1.37E-20
1580	ENSG00000142973	CYP4B1	-5.013595529	3.668491588	5.90E-22	1.37E-20
115811	ENSG00000166578	IQCD	5.457756833	4.863147515	5.99E-22	1.39E-20
83538	ENSG00000204815	TTC25	5.498772887	5.413525261	6.34E-22	1.47E-20
83659	ENSG00000167858	TEKT1	8.978087826	3.965621075	6.38E-22	1.48E-20
112401	ENSG00000163098	BIRC8	10.77555733	2.975944958	6.46E-22	1.50E-20
4100	ENSG00000198681	MAGEA1	9.548308178	1.794563823	6.56E-22	1.52E-20
2302	ENSG00000129654	FOXJ1	5.164557629	3.325991755	6.76E-22	1.56E-20
55872	ENSG00000168078	PBK	6.755959261	5.693428824	7.21E-22	1.67E-20
2273	ENSG00000022267	FHL1	-2.532218203	8.557120485	7.60E-22	1.76E-20
283592	ENSG00000258584	FAM181A-AS1	8.249197376	2.465322792	7.92E-22	1.83E-20
283129	ENSG00000168070	MAJIN	5.745783606	3.497198498	8.20E-22	1.89E-20
23037	ENSG00000133401	PDZD2	2.395409493	5.968590115	8.96E-22	2.06E-20
162681	ENSG00000166845	C18orf54	3.971236649	4.835584982	9.43E-22	2.17E-20
10517	ENSG00000171931	FBXW10	6.395952625	3.552155627	9.49E-22	2.18E-20
83983	ENSG00000178093	TSSK6	5.296338271	5.264533896	9.68E-22	2.22E-20
7855	ENSG00000163251	FZD5	-3.68615443	4.836278376	9.91E-22	2.27E-20
100653515	ENSG00000178404	CEP295NL	8.012363177	4.199488042	1.00E-21	2.30E-20
245711	ENSG00000163806	SPDYA	5.682314187	4.787359765	1.02E-21	2.35E-20
84517	ENSG00000184378	ACTRT3	4.847137866	4.660459014	1.08E-21	2.47E-20
79000	ENSG00000127423	AUNIP	5.605253257	3.593019317	1.13E-21	2.59E-20
5558	ENSG00000146143	PRIM2	-3.115127227	5.707936368	1.16E-21	2.64E-20
729121	ENSG00000230651	RGPD4-AS1	8.801638667	3.005178069	1.17E-21	2.66E-20
257236	ENSG00000173013	CCDC96	5.01098175	4.87251935	1.18E-21	2.69E-20
101928869	ENSG00000228740	GABRG3-AS1	10.79003178	2.98993945	1.20E-21	2.73E-20
219557	ENSG00000164645	TEX47	8.665934402	2.867586593	1.23E-21	2.80E-20
80019	ENSG00000165886	UBTD1	2.558232432	4.786573999	1.27E-21	2.87E-20
55885	ENSG00000048540	LMO3	-4.839746348	4.367641187	1.29E-21	2.93E-20
6953	ENSG00000203690	TCP10	8.851827836	3.054099574	1.30E-21	2.94E-20
